1,0.00567474,0.00259752,0.00827226,1,1
2,0.00622445,0.00160985,0.0078343,1.61351678727832,1.05590288857971
4,0.0059584,0.00111648,0.00707488,2.32652622527945,1.16924385996653
8,0.00674774,0.00111436,0.0078621,2.33095229548799,1.05216926775289
12,0.00710465,0.00144306,0.00854771,1.80000831566255,0.967774994706184
